id,title,description_length,category,confidence,reasoning
Jsoup-92,Issue Report,619,Processing,5,"The bug report describes an inconsistency in how Jsoup and Chrome parse duplicated HTML attributes, where Jsoup takes the last one and Chrome takes the first one. This indicates incorrect implementation logic in Jsoup's attribute parsing."
Mockito-31,Code,20,Other (Logic),1,"Without a description, the bug is completely ambiguous. I'm selecting 'Other (Logic)' as a general catch-all since no specific error is indicated, but with extremely low confidence."
Lang-40,[LANG-432] Fix case-insensitive string handling - ASF JIRA,1083,Processing,5,"The bug report describes a problem with incorrect string case conversion due to locale sensitivity, which falls under incorrect implementation logic. The to*Case() methods are producing unintended results."
Time-7,Issue Report,1132,Processing,5,The bug report describes a miscalculation of the year when parsing a date using DateTimeFormat.parseInto. This indicates an error in the implementation logic of the date parsing process.
Closure-100,Issue Report,20,Other (Logic),1,"The bug report lacks any description, making it impossible to determine the root cause. Given the lack of information, a generic logic error is the most plausible category."
JacksonDatabind-30,Issue Report,2707,Processing,5,The bug report describes a scenario where BigDecimal values are getting rounded to doubles during serialization/deserialization using Jackson's ObjectMapper and @JsonTypeInfo/@JsonSubTypes annotations. This indicates an incorrect implementation logic in how the ObjectMapper is handling BigDecimal values in conjunction with these annotations.
Math-103,[MATH-167] ConvergenceException in normal CDF - ASF JIRA,1224,Exception handling,5,"The bug report explicitly mentions a `ConvergenceException` being thrown when the input to `cumulativeProbability` is far from the mean. This indicates an issue with how the exception is handled, specifically, the CDF should ideally return 0 or 1 instead of throwing an exception."
Closure-91,Issue Report,20,Other (Logic),1,"The bug report has no description, indicating a completely unknown issue. A generic logic error is the most plausible category in the absence of any details."
JacksonCore-11,Issue Report,7912,Exception handling,5,"The bug report clearly indicates an ArrayIndexOutOfBoundsException. This is a direct result of the code failing to handle array access properly, which falls under exception handling."
Codec-11,[CODEC-121] QuotedPrintableCodec does not support soft line break per the 'quoted-printable' example on Wikipedia - ASF JIRA,1717,Processing,5,"The QuotedPrintableCodec fails to correctly decode a specific example from Wikipedia, indicating an error in the implementation logic of the decoding process. The codec does not correctly handle soft line breaks, leading to incorrect output."
Lang-17,[LANG-720] StringEscapeUtils.escapeXml(input) outputs wrong results when an input contains characters in Supplementary Planes. - ASF JIRA,1883,Processing,5,"The bug report describes incorrect output from `StringEscapeUtils.escapeXml()` due to a flaw in the character-by-character translation loop within `CharSequenceTranslator.translate()`. The loop iterates based on `Character.codePointCount` instead of `input.length()`, causing incorrect processing of characters in Supplementary Planes."
Math-55,[MATH-554] Vector3D.crossProduct is sensitive to numerical cancellation - ASF JIRA,1380,Processing,5,"The cross product implementation uses naive formulas which fail for almost collinear vectors, leading to incorrect calculation results. This falls under incorrect implementation logic."
Lang-9,[LANG-832] FastDateParser does not handle unterminated quotes correctly - ASF JIRA,1163,Processing,5,The bug report describes incorrect parsing of date formats due to unterminated quotes. This indicates a flaw in the implementation logic of the date parsing algorithm.
Closure-4,Issue Report,20,Other (Logic),1,"The bug report has no description, making it impossible to categorize definitively. 'Other (Logic)' is a broad category that could potentially encompass any logical error, even without further details."
JacksonDatabind-67,Issue Report,3431,Processing,5,"The bug report describes a scenario where deserializer modifiers are not applied to enum key deserialization in Guava ImmutableMap deserialization. The code logic prevents the custom modifier from being invoked, resulting in incorrect deserialization behavior."
Closure-29,Issue Report,20,Other (Logic),1,"With no description, the cause of the issue is unknown. A general logic error is the best fit with minimal information."
Closure-157,Issue Report,20,Other (Logic),1,"The bug report provides no description, which suggests a possible logical fault where information is missing or improperly handled. It's difficult to categorize more specifically without details."
Jsoup-51,Issue Report,1297,Processing,5,"The bug report describes an issue where the Jsoup library is failing to correctly parse an XML file containing Japanese tag names and values. The reported source code snippet intends to extract tag names and text values, indicating an incorrect processing of the XML content by the library."
Jsoup-8,Issue Report,594,Null pointer dereference,5,"The description explicitly states that a 'toString' method call is resulting in a NullPointerException (NPE) when the element is detached, indicating a null pointer dereference."
Math-43,[MATH-691] Statistics.setVarianceImpl makes getStandardDeviation produce NaN - ASF JIRA,1767,Processing,5,The bug report indicates that the getStandardDeviation method produces NaN due to incorrect calculation after setVarianceImpl is called. This suggests a flaw in the implementation logic of the standard deviation calculation.
Closure-141,Issue Report,20,Other (Logic),1,"Due to the lack of description, it's impossible to determine the exact cause of the issue. I'm categorizing it as 'Other (Logic)' with low confidence as it's a catch-all for general logic errors."
JacksonDatabind-71,Issue Report,594,Missing case,4,"The bug report states that a KeyDeserializer is missing for CharSequence when used as a Map key. This indicates a missing case in the deserialization logic, specifically the handling of CharSequence as a key type."
