bug_id,dimension,item_code,item_text,human_value,human_confidence,human_notes
Cli-7,Specificity,S4,"Specific outputs, failures, exceptions, or error messages are reported verbatim or with enough detail to identify the exact failure mode.",,,
Cli-7,Specificity,S5,The report contains details that uniquely identify this issue and distinguish it from superficially similar bugs.,,,
Cli-7,Reproducibility,R1,The expected behavior is explicitly stated in a way that serves as a concrete correctness criterion.,,,
Cli-7,Reproducibility,R2,The observed behavior is explicitly stated with enough detail to recognize the failure when encountered.,,,
Cli-7,Reproducibility,R3,The discrepancy between expected and observed behavior is unambiguously identifiable from the report alone.,,,
Cli-7,Reproducibility,R4,The reported reproduction steps are complete and sufficient to attempt reproduction without additional investigation.,,,
Cli-7,Reproducibility,R5,Required environmental conditions or dependencies are documented specifically enough to set up the reproduction environment.,,,
Cli-7,ReasoningQuality,Q1,The report explicitly proposes a specific potential cause or explanation — not just a symptom description.,,,
Cli-7,ReasoningQuality,Q2,The proposed explanation is directly and specifically linked to observed symptoms with a plausible causal mechanism.,,,
Cli-7,ReasoningQuality,Q3,"The report provides concrete evidence (code references, traces, logs, or data) that supports the proposed explanation.",,,
Cli-7,ReasoningQuality,Q4,The explanation is internally coherent and logically consistent — it does not contradict other information in the report.,,,
Cli-7,ReasoningQuality,Q5,"The explanation references specific technical artifacts (exact log lines, specific method names, concrete code locations, or configuration values).",,,
Cli-7,TechnicalContext,T1,"Specific classes, methods, files, or APIs are named — not just described in general terms.",,,
Cli-7,TechnicalContext,T2,The affected subsystem or module is identifiable precisely enough to locate the relevant source files.,,,
Cli-7,TechnicalContext,T3,"Technical artifacts such as stack traces, logs, screenshots, or code snippets are included and directly relevant to the failure.",,,
Cli-7,TechnicalContext,T4,"External dependencies, libraries, services, or integrations are referenced by name and version when they are relevant to the bug.",,,
Cli-7,TechnicalContext,T5,"Environment details (OS, browser, framework version, hardware, runtime, etc.) are provided with enough specificity to reconstruct the affected environment.",,,
Cli-7,Ambiguity,M1,The report contains vague or underspecified references that a developer would need to resolve before investigating.,,,
Cli-7,Ambiguity,M2,"Inputs, parameters, or conditions are insufficiently described to attempt reproduction.",,,
Cli-7,Ambiguity,M3,Expected behavior is unclear or underspecified to the point that a developer could not determine what the correct behavior should be.,,,
Cli-7,Ambiguity,M4,Environment or version information that would materially affect reproduction is missing.,,,
Cli-7,Ambiguity,M5,The report contains contradictory or inconsistent statements that would mislead a developer.,,,
Cli-7,RepairReadiness,P1,The faulty behavior is described precisely enough to determine what the correct behavior should be and what code change would achieve it.,,,
Cli-7,RepairReadiness,P2,"The specific component, class, method, or code location requiring a fix is identifiable directly from the report.",,,
Cli-7,RepairReadiness,P3,The expected correct behavior is stated concretely enough to serve as an acceptance criterion for the fix.,,,
Cli-7,RepairReadiness,P4,"Relevant constraints, edge cases, or conditions that would affect the fix are documented explicitly.",,,
Cli-7,RepairReadiness,P5,"A developer could implement a plausible fix using only the information in this report, without further investigation or clarification.",,,
Cli-7,RootCauseEvidence,RC1,A specific potential root cause is explicitly proposed in the report — not merely suggested or loosely implied.,,,
Cli-7,RootCauseEvidence,RC2,"The proposed root cause references a specific code construct, operation, API call, data condition, or logic error by name.",,,
Cli-7,RootCauseEvidence,RC3,The causal chain from the root cause to the observed failure is articulated clearly enough that a developer could verify it.,,,
Cli-7,HiddenReproducibility,H1,"The report describes a specific, concrete scenario from which complete and unambiguous reproduction steps can be directly derived — the steps must be fully determinable, not merely suggested or partially implied.",,,
Cli-7,ImpactScope,I1,"A specific subsystem, module, class, or code concept likely affected by the bug is identifiable from the report — not just a broad functional area.",,,
Cli-7,ImpactScope,I2,The report distinguishes between where the symptom manifests and where the underlying defect likely resides.,,,
Cli-7,ImpactScope,I3,Multiple impacted areas or cross-cutting concerns are identified with enough specificity to understand the scope of a fix.,,,
Cli-7,ImpactScope,I4,"The report names three or more distinct technical concepts, classes, methods, or components that are relevant to understanding or fixing the bug.",,,
Cli-9,Actionability,A1,The report describes observable faulty behavior with enough detail to distinguish it from normal or expected behavior.,,,
Cli-9,Actionability,A2,"The affected class, method, API, or code path is specifically identified — not just a general feature area or subsystem.",,,
Cli-9,Actionability,A3,"The report includes concrete debugging artifacts (stack traces, error messages, code snippets, or logs) that directly implicate the fault location.",,,
Cli-9,Actionability,A4,"A developer could immediately attempt to reproduce or investigate the bug using only the information in this report, without needing clarification.",,,
Cli-9,Actionability,A5,"The report pinpoints a specific module, class, or component precisely enough that a developer would know where to start reading code.",,,
